book_id,title,authors,average_rating,text
4592,The House of the Seven Gables,"Nathaniel Hawthorne, Robert S. Levine",3.45,"The House of the Seven Gables by Nathaniel Hawthorne, Robert S. Levine"
4593,"Rising Storm (Warriors, #4)",Erin Hunter,4.38,"Rising Storm (Warriors, #4) by Erin Hunter"
4594,Love Warrior,Glennon Doyle Melton,4.1,Love Warrior by Glennon Doyle Melton
4595,"The Brutal Telling (Chief Inspector Armand Gamache, #5)",Louise Penny,4.23,"The Brutal Telling (Chief Inspector Armand Gamache, #5) by Louise Penny"
4596,"The Prisoner of Cell 25 (Michael Vey, #1)",Richard Paul Evans,4.19,"The Prisoner of Cell 25 (Michael Vey, #1) by Richard Paul Evans"
4597,The Souls of Black Folk,"W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert",4.24,"The Souls of Black Folk by W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert"
4598,I Never Promised You a Rose Garden,"Hannah  Green, Joanne Greenberg",3.85,"I Never Promised You a Rose Garden by Hannah  Green, Joanne Greenberg"
4599,"The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima,4.48,"The Crimson Crown (Seven Realms, #4) by Cinda Williams Chima"
4600,The Castaways,Elin Hilderbrand,3.69,The Castaways by Elin Hilderbrand
4601,"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",Shonda Rhimes,4.05,"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person by Shonda Rhimes"
4602,The Lover,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",3.76,"The Lover by Marguerite Duras, Barbara Bray, Maxine Hong Kingston"
4603,"Eragon & Eldest (Inheritance, #1-2)",Christopher Paolini,4.27,"Eragon & Eldest (Inheritance, #1-2) by Christopher Paolini"
4604,"Burn (Breathless, #3)",Maya Banks,4.01,"Burn (Breathless, #3) by Maya Banks"
4605,The Power and the Glory,"Graham Greene, John Updike",3.99,"The Power and the Glory by Graham Greene, John Updike"
4606,Paula,Isabel Allende,4.07,Paula by Isabel Allende
4607,"Lila (Gilead, #3)",Marilynne Robinson,3.9,"Lila (Gilead, #3) by Marilynne Robinson"
4608,"The Scions of Shannara (Heritage of Shannara, #1)",Terry Brooks,3.97,"The Scions of Shannara (Heritage of Shannara, #1) by Terry Brooks"
4609,Behind the Scenes at the Museum,Kate Atkinson,3.94,Behind the Scenes at the Museum by Kate Atkinson
4610,Sweetbitter,Stephanie Danler,3.28,Sweetbitter by Stephanie Danler
4611,"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,4.2,"Romancing Mister Bridgerton (Bridgertons, #4) by Julia Quinn"
4612,Tangerine,"Edward Bloor, Danny De Vito",3.61,"Tangerine by Edward Bloor, Danny De Vito"
4613,Hell House,Richard Matheson,3.81,Hell House by Richard Matheson
4614,The Emperor's Children,Claire Messud,2.93,The Emperor's Children by Claire Messud
4615,The Liar,Nora Roberts,3.95,The Liar by Nora Roberts
4616,"The Third Victim (Quincy & Rainie, #2)",Lisa Gardner,4.16,"The Third Victim (Quincy & Rainie, #2) by Lisa Gardner"
4617,"The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)",Michael Connelly,4.36,"The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26) by Michael Connelly"
4618,"Hell's Corner (Camel Club, #5)",David Baldacci,4.1,"Hell's Corner (Camel Club, #5) by David Baldacci"
4619,"Key of Valor (Key Trilogy, #3)",Nora Roberts,4.1,"Key of Valor (Key Trilogy, #3) by Nora Roberts"
4620,Barbarians at the Gate: The Fall of RJR Nabisco,"Bryan Burrough, John Helyar",4.22,"Barbarians at the Gate: The Fall of RJR Nabisco by Bryan Burrough, John Helyar"
4621,"Ancillary Sword (Imperial Radch, #2)",Ann Leckie,4.03,"Ancillary Sword (Imperial Radch, #2) by Ann Leckie"
4622,Franz Kafka's The Castle (Dramatization),"David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",4.07,"Franz Kafka's The Castle (Dramatization) by David Fishelson, Aaron Leichter, Max Brod, Franz Kafka"
4623,"Timebound (The Chronos Files, #1)",Rysa Walker,3.87,"Timebound (The Chronos Files, #1) by Rysa Walker"
4624,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)","Catherynne M. Valente, Ana Juan",3.97,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1) by Catherynne M. Valente, Ana Juan"
4625,"Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1)",Denise Grover Swank,3.9,"Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1) by Denise Grover Swank"
4626,"NYPD Red (NYPD Red, #1)","James Patterson, Marshall Karp",3.9,"NYPD Red (NYPD Red, #1) by James Patterson, Marshall Karp"
4627,"The Book of the Dead (Pendergast, #7; Diogenes, #3)","Douglas Preston, Lincoln Child",4.13,"The Book of the Dead (Pendergast, #7; Diogenes, #3) by Douglas Preston, Lincoln Child"
4628,Er ist wieder da,Timur Vermes,3.44,Er ist wieder da by Timur Vermes
4629,The Expats,Chris Pavone,3.42,The Expats by Chris Pavone
4630,"Bare Bones (Temperance Brennan, #6)",Kathy Reichs,3.95,"Bare Bones (Temperance Brennan, #6) by Kathy Reichs"
4631,Beautiful Day,Elin Hilderbrand,3.75,Beautiful Day by Elin Hilderbrand
4632,"The Indwelling (Left Behind, #7)","Tim LaHaye, Jerry B. Jenkins",3.97,"The Indwelling (Left Behind, #7) by Tim LaHaye, Jerry B. Jenkins"
4633,"Dexter in the Dark (Dexter, #3)",Jeff Lindsay,3.49,"Dexter in the Dark (Dexter, #3) by Jeff Lindsay"
4634,The Glass Bead Game,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",4.11,"The Glass Bead Game by Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski"
4635,The Yellow Birds,Kevin Powers,3.74,The Yellow Birds by Kevin Powers
4636,Just One Look,Harlan Coben,4.0,Just One Look by Harlan Coben
4637,"The Proposal (The Proposition, #2)",Katie Ashley,4.04,"The Proposal (The Proposition, #2) by Katie Ashley"
4638,"My Family and Other Animals (Corfu Trilogy, #1)","Gerald Durrell, Helma Lapiņa",4.27,"My Family and Other Animals (Corfu Trilogy, #1) by Gerald Durrell, Helma Lapiņa"
4639,Back Roads,Tawni O'Dell,3.72,Back Roads by Tawni O'Dell
4640,Cathedral,Raymond Carver,4.3,Cathedral by Raymond Carver
4641,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,4.41,Fantastic Beasts and Where to Find Them: The Original Screenplay by J.K. Rowling
4642,The Body,"Stephen King, Robin A.H. Waterfield",4.26,"The Body by Stephen King, Robin A.H. Waterfield"
4643,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,4.18,A Million Miles in a Thousand Years: What I Learned While Editing My Life by Donald Miller
4644,"Eona: The Last Dragoneye (Eon, #2)",Alison Goodman,4.12,"Eona: The Last Dragoneye (Eon, #2) by Alison Goodman"
4645,"Eight Cousins (Eight Cousins, #1)",Louisa May Alcott,4.02,"Eight Cousins (Eight Cousins, #1) by Louisa May Alcott"
4646,Chicken Soup with Rice: A Book of Months (The Nutshell Library),Maurice Sendak,4.25,Chicken Soup with Rice: A Book of Months (The Nutshell Library) by Maurice Sendak
4647,"R is for Ricochet (Kinsey Millhone, #18)",Sue Grafton,3.96,"R is for Ricochet (Kinsey Millhone, #18) by Sue Grafton"
4648,"Prince of Wolves (The Grey Wolves, #1)",Quinn Loftis,4.06,"Prince of Wolves (The Grey Wolves, #1) by Quinn Loftis"
4649,Diary of a Worm,"Doreen Cronin, Harry Bliss",4.19,"Diary of a Worm by Doreen Cronin, Harry Bliss"
4650,"The Grey King (The Dark Is Rising, #4)",Susan Cooper,4.18,"The Grey King (The Dark Is Rising, #4) by Susan Cooper"
4651,"Hunted (The Iron Druid Chronicles, #6)",Kevin Hearne,4.3,"Hunted (The Iron Druid Chronicles, #6) by Kevin Hearne"
4652,"Devoured (Devoured, #1)",Emily Snow,3.94,"Devoured (Devoured, #1) by Emily Snow"
4653,The Complete Novels,Jane Austen,4.55,The Complete Novels by Jane Austen
4654,The Book of Strange New Things,Michel Faber,3.66,The Book of Strange New Things by Michel Faber
4655,Epic Fail,Claire LaZebnik,3.73,Epic Fail by Claire LaZebnik
4656,"A Caress of Twilight (Merry Gentry, #2)",Laurell K. Hamilton,4.05,"A Caress of Twilight (Merry Gentry, #2) by Laurell K. Hamilton"
4657,The Manchurian Candidate (Movie Tie-In Edition),Richard Condon,4.09,The Manchurian Candidate (Movie Tie-In Edition) by Richard Condon
4658,"Fudge-a-Mania (Fudge, #4)",Judy Blume,3.99,"Fudge-a-Mania (Fudge, #4) by Judy Blume"
4659,"Nevermore (Maximum Ride, #8)",James Patterson,3.88,"Nevermore (Maximum Ride, #8) by James Patterson"
4660,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,4.18,Operating Instructions: A Journal of My Son's First Year by Anne Lamott
4661,Pale Blue Dot: A Vision of the Human Future in Space,"Carl Sagan, Ann Druyan",4.32,"Pale Blue Dot: A Vision of the Human Future in Space by Carl Sagan, Ann Druyan"
4662,"Simple Perfection (Rosemary Beach, #6; Perfection, #2)",Abbi Glines,4.25,"Simple Perfection (Rosemary Beach, #6; Perfection, #2) by Abbi Glines"
4663,The Irresistible Revolution: Living as an Ordinary Radical,Shane Claiborne,4.07,The Irresistible Revolution: Living as an Ordinary Radical by Shane Claiborne
4664,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",John Medina,4.0,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School by John Medina"
4665,"The Pilgrims of Rayne (Pendragon, #8)",D.J. MacHale,4.14,"The Pilgrims of Rayne (Pendragon, #8) by D.J. MacHale"
4666,The Hundred-Foot Journey,Richard C. Morais,3.54,The Hundred-Foot Journey by Richard C. Morais
4667,Scorpia Rising (Alex Rider #9),Anthony Horowitz,4.29,Scorpia Rising (Alex Rider #9) by Anthony Horowitz
4668,"Big Nate: In a Class by Himself (Big Nate Novels, #1)",Lincoln Peirce,4.16,"Big Nate: In a Class by Himself (Big Nate Novels, #1) by Lincoln Peirce"
4669,"Forever Princess (The Princess Diaries, #10)",Meg Cabot,4.08,"Forever Princess (The Princess Diaries, #10) by Meg Cabot"
4670,The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,4.13,The Melancholy Death of Oyster Boy and Other Stories by Tim Burton
4671,"Breath, Eyes, Memory",Edwidge Danticat,3.86,"Breath, Eyes, Memory by Edwidge Danticat"
4672,Journey to the End of the Night,"Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",4.25,"Journey to the End of the Night by Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann"
4673,"The Scarecrow (Jack McEvoy, #2)",Michael Connelly,4.03,"The Scarecrow (Jack McEvoy, #2) by Michael Connelly"
4674,The Humans,Matt Haig,4.07,The Humans by Matt Haig
4675,"Crocodile Tears (Alex Rider, #8)",Anthony Horowitz,4.18,"Crocodile Tears (Alex Rider, #8) by Anthony Horowitz"
4676,1/4 جرام,Essam Youssef,4.02,1/4 جرام by Essam Youssef
4677,For Women Only: What You Need to Know about the Inner Lives of Men,Shaunti Feldhahn,4.06,For Women Only: What You Need to Know about the Inner Lives of Men by Shaunti Feldhahn
4678,"Seize the Night (Moonlight Bay, #2)","Dean Koontz, Keith Szarabajka",4.07,"Seize the Night (Moonlight Bay, #2) by Dean Koontz, Keith Szarabajka"
4679,A Quick Bite (Argeneau #1),Lynsay Sands,3.91,A Quick Bite (Argeneau #1) by Lynsay Sands
4680,"Key of Knowledge (Key Trilogy, #2)",Nora Roberts,4.09,"Key of Knowledge (Key Trilogy, #2) by Nora Roberts"
4681,"Ice Station (Shane Schofield, #1)",Matthew Reilly,4.1,"Ice Station (Shane Schofield, #1) by Matthew Reilly"
4682,A Dangerous Fortune,Ken Follett,3.99,A Dangerous Fortune by Ken Follett
4683,The Well of Lost Plots (Thursday Next #3),Jasper Fforde,4.09,The Well of Lost Plots (Thursday Next #3) by Jasper Fforde
4684,The Wealth of Nations,Adam Smith,3.87,The Wealth of Nations by Adam Smith
4685,Canada,Richard Ford,3.49,Canada by Richard Ford
4686,"The Big Over Easy (Nursery Crime, #1)",Jasper Fforde,3.92,"The Big Over Easy (Nursery Crime, #1) by Jasper Fforde"
4687,"The Seeing Stone (The Spiderwick Chronicles, #2)","Holly Black, Tony DiTerlizzi",3.87,"The Seeing Stone (The Spiderwick Chronicles, #2) by Holly Black, Tony DiTerlizzi"
4688,"Stalingrad: The Fateful Siege, 1942–1943",Antony Beevor,4.29,"Stalingrad: The Fateful Siege, 1942–1943 by Antony Beevor"
4689,"Beast Master, Vol. 1 (Beast Master, #1)",Kyousuke Motomi,4.21,"Beast Master, Vol. 1 (Beast Master, #1) by Kyousuke Motomi"
4690,"Giggle, Giggle, Quack","Doreen Cronin, Betsy Lewin",4.19,"Giggle, Giggle, Quack by Doreen Cronin, Betsy Lewin"
4691,West with the Night,Beryl Markham,4.18,West with the Night by Beryl Markham
4692,The Cellist of Sarajevo,Steven Galloway,4.02,The Cellist of Sarajevo by Steven Galloway
4693,"Smooth Talking Stranger (Travises, #3)",Lisa Kleypas,4.17,"Smooth Talking Stranger (Travises, #3) by Lisa Kleypas"
4694,If You Ask Me (And of Course You Won't),Betty White,3.65,If You Ask Me (And of Course You Won't) by Betty White
4695,Discourse on Method and Meditations on First Philosophy,"René Descartes, Donald A. Cress",3.67,"Discourse on Method and Meditations on First Philosophy by René Descartes, Donald A. Cress"
4696,"The Defector (Gabriel Allon, #9)",Daniel Silva,4.28,"The Defector (Gabriel Allon, #9) by Daniel Silva"
4697,In One Person,John Irving,3.65,In One Person by John Irving
4698,"Rilla of Ingleside (Anne of Green Gables, #8)",L.M. Montgomery,4.16,"Rilla of Ingleside (Anne of Green Gables, #8) by L.M. Montgomery"
4699,The Wisdom of Crowds,James Surowiecki,3.8,The Wisdom of Crowds by James Surowiecki
4700,"Still Life With Crows (Pendergast, #4)","Douglas Preston, Lincoln Child",4.18,"Still Life With Crows (Pendergast, #4) by Douglas Preston, Lincoln Child"
4701,The Fog,James Herbert,3.87,The Fog by James Herbert
4702,Unlimited Power : The New Science Of Personal Achievement,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",4.21,"Unlimited Power : The New Science Of Personal Achievement by Anthony Robbins, Kenneth H. Blanchard, Jason Winters"
4703,"Fever Dream (Pendergast, #10)","Douglas Preston, Lincoln Child",4.09,"Fever Dream (Pendergast, #10) by Douglas Preston, Lincoln Child"
4704,Why Be Happy When You Could Be Normal?,Jeanette Winterson,3.94,Why Be Happy When You Could Be Normal? by Jeanette Winterson
4705,"Outpost (Razorland, #2)",Ann Aguirre,4.12,"Outpost (Razorland, #2) by Ann Aguirre"
4706,Can't We Talk about Something More Pleasant?,Roz Chast,4.1,Can't We Talk about Something More Pleasant? by Roz Chast
4707,The Long Hard Road Out of Hell,"Marilyn Manson, Neil Strauss",3.88,"The Long Hard Road Out of Hell by Marilyn Manson, Neil Strauss"
4708,BookRags Summary:  A Storm of Swords,BookRags,4.59,BookRags Summary:  A Storm of Swords by BookRags
4709,"Lyle, Lyle, Crocodile",Bernard Waber,4.13,"Lyle, Lyle, Crocodile by Bernard Waber"
4710,"Etiquette & Espionage (Finishing School, #1)",Gail Carriger,3.79,"Etiquette & Espionage (Finishing School, #1) by Gail Carriger"
4711,Death With Interruptions,"José Saramago, Margaret Jull Costa",3.97,"Death With Interruptions by José Saramago, Margaret Jull Costa"
4712,"Sandry's Book (Circle of Magic, #1)",Tamora Pierce,3.99,"Sandry's Book (Circle of Magic, #1) by Tamora Pierce"
4713,Sole Survivor,Dean Koontz,3.77,Sole Survivor by Dean Koontz
4714,Britt-Marie Was Here,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",4.07,"Britt-Marie Was Here by Fredrik Backman, Henning Koch, سمانه پرهیزکاری"
4715,Velvet Elvis: Repainting the Christian Faith,Rob Bell,3.77,Velvet Elvis: Repainting the Christian Faith by Rob Bell
4716,Kim,"Rudyard Kipling, Edward Said",3.72,"Kim by Rudyard Kipling, Edward Said"
4717,"The Shunning (The Heritage of Lancaster County, #1)",Beverly  Lewis,4.13,"The Shunning (The Heritage of Lancaster County, #1) by Beverly  Lewis"
4718,"Written in Red (The Others, #1)",Anne Bishop,4.29,"Written in Red (The Others, #1) by Anne Bishop"
4719,The Seven-Percent Solution,Nicholas Meyer,4.14,The Seven-Percent Solution by Nicholas Meyer
4720,"Gregor and the Marks of Secret (Underland Chronicles, #4)",Suzanne Collins,4.21,"Gregor and the Marks of Secret (Underland Chronicles, #4) by Suzanne Collins"
4721,The Prodigal God: Recovering the Heart of the Christian Faith,Timothy J. Keller,4.39,The Prodigal God: Recovering the Heart of the Christian Faith by Timothy J. Keller
4722,Toujours Provence,Peter Mayle,4.0,Toujours Provence by Peter Mayle
4723,The Lost Painting,Jonathan Harr,3.71,The Lost Painting by Jonathan Harr
4724,The Light in the Ruins,Chris Bohjalian,3.65,The Light in the Ruins by Chris Bohjalian
4725,My Beloved World,Sonia Sotomayor,4.03,My Beloved World by Sonia Sotomayor
4726,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,4.32,"A Deepness in the Sky (Zones of Thought, #2) by Vernor Vinge"
4727,Critique of Pure Reason,"Immanuel Kant, Paul Guyer, Allen W. Wood",3.92,"Critique of Pure Reason by Immanuel Kant, Paul Guyer, Allen W. Wood"
4728,"A Murder Is Announced (Miss Marple, #5)",Agatha Christie,3.96,"A Murder Is Announced (Miss Marple, #5) by Agatha Christie"
4729,Gnomes,"Rien Poortvliet, Wil Huygen",4.01,"Gnomes by Rien Poortvliet, Wil Huygen"
4730,"Undead and Unemployed (Undead, #2)",MaryJanice Davidson,3.93,"Undead and Unemployed (Undead, #2) by MaryJanice Davidson"
4731,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.4,Gates of Fire: An Epic Novel of the Battle of Thermopylae by Steven Pressfield
4732,"The Little Lady Agency (The Little Lady Agency, #1)",Hester Browne,3.74,"The Little Lady Agency (The Little Lady Agency, #1) by Hester Browne"
4733,On Liberty,John Stuart Mill,3.93,On Liberty by John Stuart Mill
4734,Not My Father's Son,Alan Cumming,4.0,Not My Father's Son by Alan Cumming
4735,"Nigella Express: Good Food, Fast",Nigella Lawson,3.96,"Nigella Express: Good Food, Fast by Nigella Lawson"
4736,The Dead Key,D.M. Pulley,3.79,The Dead Key by D.M. Pulley
4737,"Simply Irresistible (Lucky Harbor, #1)",Jill Shalvis,3.92,"Simply Irresistible (Lucky Harbor, #1) by Jill Shalvis"
4738,"Gabriel's Redemption (Gabriel's Inferno, #3)",Sylvain Reynard,4.23,"Gabriel's Redemption (Gabriel's Inferno, #3) by Sylvain Reynard"
4739,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",Bryan Lee O'Malley,4.33,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe by Bryan Lee O'Malley"
4740,Better: A Surgeon's Notes on Performance,Atul Gawande,4.19,Better: A Surgeon's Notes on Performance by Atul Gawande
4741,"Leave Me Breathless (Ross Siblings, #3)",Cherrie Lynn,4.26,"Leave Me Breathless (Ross Siblings, #3) by Cherrie Lynn"
4742,"Play (Stage Dive, #2)",Kylie Scott,4.33,"Play (Stage Dive, #2) by Kylie Scott"
4743,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality","Rebecca Housel, J. Jeremy Wisnewski, William Irwin",4.39,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality by Rebecca Housel, J. Jeremy Wisnewski, William Irwin"
4744,Games People Play,Eric Berne,3.81,Games People Play by Eric Berne
4745,"Mitosis (The Reckoners, #1.5)",Brandon Sanderson,3.87,"Mitosis (The Reckoners, #1.5) by Brandon Sanderson"
4746,La Dame aux Camélias,"Alexandre Dumas fils, David Coward",3.97,"La Dame aux Camélias by Alexandre Dumas fils, David Coward"
4747,The Wedding Dress,Rachel Hauck,3.83,The Wedding Dress by Rachel Hauck
4748,Fish: A Proven Way to Boost Morale and Improve Results,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",3.92,"Fish: A Proven Way to Boost Morale and Improve Results by Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard"
4749,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",Stephen E. Ambrose,4.25,"D-Day, June 6, 1944: The Battle for the Normandy Beaches by Stephen E. Ambrose"
4750,A Long Walk to Water: Based on a True Story,Linda Sue Park,4.23,A Long Walk to Water: Based on a True Story by Linda Sue Park
4751,"Light (Gone, #6)",Michael  Grant,4.4,"Light (Gone, #6) by Michael  Grant"
4752,Stuck-Up Suit,"Vi Keeland, Penelope Ward",4.14,"Stuck-Up Suit by Vi Keeland, Penelope Ward"
